Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Disjoint Routing Algorithms: A Systematic Literature Review,Towards new e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-031-34896-9_11,Adoum YoussoufDaouda AhmatMahamat Borgou,2023,https://link.springer.com/chapter/10.1007/978-3-031-34896-9_11,Conference paper
LSTM-Based Congestion Detection in&#xa0;Named Data Networks,Intelligent Systems Design and Applications,,,,10.1007/978-3-031-35510-3_14,Salwa AbdelwahedHaifa Touati,2023,https://link.springer.com/chapter/10.1007/978-3-031-35510-3_14,Conference paper
Machine Learning-Based DDoS Attack Detection in Software-Defined Networking,New Trends in Information and Communications Technology Applications,,,,10.1007/978-3-031-35442-7_14,Mohammed Ibrahim KareemMahdi Nsaif Jasim,2023,https://link.springer.com/chapter/10.1007/978-3-031-35442-7_14,Conference paper
Multipath Transmission of&#xa0;Heterogeneous Traffic in&#xa0;Acceptable Delays with&#xa0;Packet Replication and&#xa0;Destruction of&#xa0;Expired Replicas in&#xa0;the&#xa0;Nodes that&#xa0;Make Up&#xa0;the&#xa0;Path,Distributed Computer and Communication Networks,,,,10.1007/978-3-031-30648-8_9,V. A. BogatyrevA. V. BogatyrevS. V. Bogatyrev,2023,https://link.springer.com/chapter/10.1007/978-3-031-30648-8_9,Conference paper
Preparing Traffic to&#xa0;Analyze the&#xa0;Dynamics of&#xa0;Its States by&#xa0;Method of&#xa0;Partial Correlations,Distributed Computer and Communication Networks,,,,10.1007/978-3-031-30648-8_22,D. N. Nikol’skiiA. E. Krasnov,2023,https://link.springer.com/chapter/10.1007/978-3-031-30648-8_22,Conference paper
AAR-SpW: An Adaptive Anti-packet Recovery (AAR) Method with&#xa0;Spray and&#xa0;Wait Protocol for&#xa0;DTN Considering Adaptive Message Recovery by&#xa0;Drones and&#xa0;Regular Vehicles,Advances in Networked-based Information Systems,,,,10.1007/978-3-031-40978-3_36,Makoto IkedaShura TachibanaMasaya AzumaLeonard Barolli,2023,https://link.springer.com/chapter/10.1007/978-3-031-40978-3_36,Conference paper
A Low-Overhead Routing Protocol for FANET Based on Ant Colony Algorithm,Communications and Networking,,,,10.1007/978-3-031-34790-0_25,Ziyi WangXiang YuBinbin WangShilong Cheng,2023,https://link.springer.com/chapter/10.1007/978-3-031-34790-0_25,Conference paper
Post-Quantum Signatures in DNSSEC via Request-Based Fragmentation,Post-Quantum Cryptography,,,,10.1007/978-3-031-40003-2_20,Jason GoertzenDouglas Stebila,2023,https://link.springer.com/chapter/10.1007/978-3-031-40003-2_20,Conference paper
Minimizing User Connectivity Costs and&#xa0;Latency Between Controllers and&#xa0;Switch-Controllers for&#xa0;Software Defined Networking,Mobile Web and Intelligent Information Systems,,,,10.1007/978-3-031-39764-6_7,Andres ViverosPablo AdasmeAli Dehghan Firoozabadi,2023,https://link.springer.com/chapter/10.1007/978-3-031-39764-6_7,Conference paper
QUICLORIS: A Slow Denial-of-Service Attack on the QUIC Protocol,"Advanced IoT Sensors, Networks and Systems",,,,10.1007/978-981-99-1312-1_7,Anirudh Srinivas BalajiV. Anil KumarP. P. AmrithaM. Sethumadhavan,2023,https://link.springer.com/chapter/10.1007/978-981-99-1312-1_7,Conference paper
A Hybrid Strategy for&#xa0;DoS Attacks Detection and&#xa0;Mitigation on&#xa0;SDN Enabled Real Scenarios,Proceedings of Eighth International Congress on Information and Communication Technology,,,,10.1007/978-981-99-3091-3_58,Jaime VergaraChristian GarzónJuan Felipe Botero,2023,https://link.springer.com/chapter/10.1007/978-981-99-3091-3_58,Conference paper
Towards the Implementation of Traffic Engineering in SDN: A Practical Approach,Inventive Systems and Control,,,,10.1007/978-981-99-1624-5_11,U. PrabuV. Geetha,2023,https://link.springer.com/chapter/10.1007/978-981-99-1624-5_11,Conference paper
Increasing the Immunity of Information Transmission and Fault Tolerance of the Path,Mobile Computing and Sustainable Informatics,,,,10.1007/978-981-99-0835-6_55,A. M. MehdiyevaI. N. BakhtiyarovS. V. Bakhshaliyeva,2023,https://link.springer.com/chapter/10.1007/978-981-99-0835-6_55,Conference paper
Wireless SDN: A Perspective for Handover Management,Smart Trends in Computing and Communications,,,,10.1007/978-981-99-0838-7_1,Krishna Vijay SinghIsh Nath JhaAmit Kumar Roy,2023,https://link.springer.com/chapter/10.1007/978-981-99-0838-7_1,Conference paper
Resource Optimization for Link Failure Recovery of Software-Defined Optical Network,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-99-4755-3_50,Yongxuan LaiPengxuan YuanLiang SongFeng He,2023,https://link.springer.com/chapter/10.1007/978-981-99-4755-3_50,Conference paper
Non-discriminatory Access [also Non-discriminatory Broadband/Bandwidth and/or Traffic Management],Encyclopedia of Sustainable Management,,,,10.1007/978-3-031-25984-5_301481,,2023,https://link.springer.com/rwe/10.1007/978-3-031-25984-5_301481,Reference work entry
Implementation of Network Slicing for Multi-controller Environment Based on FlowVisor,New Trends in Information and Communications Technology Applications,,,,10.1007/978-3-031-35442-7_10,Suadad S. MahdiAlharith A. Abdullah,2023,https://link.springer.com/chapter/10.1007/978-3-031-35442-7_10,Conference paper
Application of&#xa0;Genetic Algorithm to&#xa0;Load Balancing in&#xa0;Networks with&#xa0;a&#xa0;Homogeneous Traffic Flow,Computational Science – ICCS 2023,,,,10.1007/978-3-031-36021-3_32,Marek BolanowskiAlicja GerkaAndrzej PaszkiewiczMaria GanzhaMarcin Paprzycki,2023,https://link.springer.com/chapter/10.1007/978-3-031-36021-3_32,Conference paper
Methods of Topological Organization Synthesis Based on Tree and Dragonfly Combinations,Advances in Computer Science for Engineering and Education VI,,,,10.1007/978-3-031-36118-0_43,Volodymyr RusinovOleksandr HoncharenkoArtem VolokytaHeorhii LoutskiiOleksandr PustovitArtemii Kyrianov,2023,https://link.springer.com/chapter/10.1007/978-3-031-36118-0_43,Conference paper
iPerfOPS: A Tool for&#xa0;Machine Learning-Based Optimization Through Protocol Selection,Machine Learning for Networking,,,,10.1007/978-3-031-36183-8_4,Hamidreza AnvariPaul Lu,2023,https://link.springer.com/chapter/10.1007/978-3-031-36183-8_4,Conference paper
Some Basic Properties of&#xa0;Length Rate Quotient,Performance Evaluation Methodologies and Tools,,,,10.1007/978-3-031-31234-2_15,Yuming Jiang,2023,https://link.springer.com/chapter/10.1007/978-3-031-31234-2_15,Conference paper
Software-Defined Networking with&#xa0;Prioritization for&#xa0;a&#xa0;Redundant Network Topology Called Double Wheel Topology,Real-time and Autonomous Systems 2022,,,,10.1007/978-3-031-32700-1_9,Dimitrios SavvidisJanis MarrekDietmar Tutsch,2023,https://link.springer.com/chapter/10.1007/978-3-031-32700-1_9,Conference paper
Research on&#xa0;Backbone Routing Protocol of&#xa0;Ad Hoc Network Based on&#xa0;SDN,Smart Grid and Internet of Things,,,,10.1007/978-3-031-31275-5_30,Yiming YangDing WangMao YangZhongjiang YanBo Li,2023,https://link.springer.com/chapter/10.1007/978-3-031-31275-5_30,Conference paper
A Survey of&#xa0;Multipath Transport Mechanism in&#xa0;Data Center Networks,Mobile Networks and Management,,,,10.1007/978-3-031-32443-7_27,Ruiwen JiLejun JiKeyang GuJunyi WuGang Lei,2023,https://link.springer.com/chapter/10.1007/978-3-031-32443-7_27,Conference paper
"Reinforcement Learning-Based Traffic Engineering in SDN: Problem Formulation, Parameters, and Topology",Inventive Communication and Computational Technologies,,,,10.1007/978-981-19-4960-9_25,A. BhavaniY. EkshithaA. MounikaU. Prabu,2023,https://link.springer.com/chapter/10.1007/978-981-19-4960-9_25,Conference paper
Overview of Data Center Link Load Balancing Technology Based on SDN,IoT Based Control Networks and Intelligent Systems,,,,10.1007/978-981-19-5845-8_41,Feifan HaoShan JingChuan Zhao,2023,https://link.springer.com/chapter/10.1007/978-981-19-5845-8_41,Conference paper
Some Investigations on Path Protection Schemes in Next Generation Optical Wireless Converged Networks,Proceedings of Second International Conference on Computational Electronics for Wireless Communications,,,,10.1007/978-981-19-6661-3_49,Abhishek GaurVibhakar Shrimali,2023,https://link.springer.com/chapter/10.1007/978-981-19-6661-3_49,Conference paper
Analysis of DSR Protocol in Varying Network Configurations,Recent Developments in Electrical and Electronics Engineering,,,,10.1007/978-981-19-7993-4_15,Sonam KheraNeelam TurkRohin Rakheja,2023,https://link.springer.com/chapter/10.1007/978-981-19-7993-4_15,Conference paper
Review of Software-Defined Network-Enabled Security,Computational Intelligence for Engineering and Management Applications,,,,10.1007/978-981-19-8493-8_33,Neelam GuptaSarvesh TanwarSumit Badotra,2023,https://link.springer.com/chapter/10.1007/978-981-19-8493-8_33,Conference paper
Scalable and Reliable Orchestration for Balancing the Workload Among SDN Controllers,Proceedings of International Conference on Information Technology and Applications,,,,10.1007/978-981-19-9331-2_40,José Moura,2023,https://link.springer.com/chapter/10.1007/978-981-19-9331-2_40,Conference paper
In-Band Networking and Fault Adjustment Mechanism of SDN System Based on ONOS and P4,Emerging Networking Architecture and Technologies,,,,10.1007/978-981-19-9697-9_25,Xu HuangWei NiuKuo GuoJia Chen,2023,https://link.springer.com/chapter/10.1007/978-981-19-9697-9_25,Conference paper
Optimization of TCP Congestion Control Algorithms Loss-Based in Wireless Network,Emerging Networking Architecture and Technologies,,,,10.1007/978-981-19-9697-9_31,Xiaolin XingShujie YangXiang JiShuai Peng,2023,https://link.springer.com/chapter/10.1007/978-981-19-9697-9_31,Conference paper
Detection of SDN Flow Rule Conflicts Based on Knowledge Graph,Emerging Networking Architecture and Technologies,,,,10.1007/978-981-19-9697-9_8,Siyun LiangJian Su,2023,https://link.springer.com/chapter/10.1007/978-981-19-9697-9_8,Conference paper
Active Detection Path Planning Algorithm and Implementation for SFC Fault Detection,Emerging Networking Architecture and Technologies,,,,10.1007/978-981-19-9697-9_29,Shang LiuKuo GuoYu ZhaoJia Chen,2023,https://link.springer.com/chapter/10.1007/978-981-19-9697-9_29,Conference paper
An Efficient Firewall Application Using Learned Cuckoo Filter,Emerging Networking Architecture and Technologies,,,,10.1007/978-981-19-9697-9_35,Honglei PengDeyun GaoMeiyi YangJunfeng Ma,2023,https://link.springer.com/chapter/10.1007/978-981-19-9697-9_35,Conference paper
Tool Support for&#xa0;the&#xa0;Adaptation of&#xa0;Quality of&#xa0;Service Trade-Offs in&#xa0;Service- and Cloud-Based Dynamic Routing Architectures,Software Architecture,,,,10.1007/978-3-031-42592-9_2,Amirali AmiriUwe Zdun,2023,https://link.springer.com/chapter/10.1007/978-3-031-42592-9_2,Conference paper
Storage Reduction of Forward-Backward Sweeping Method of Optimal Control of Active Queue Management,"Optimization, Simulation and Control",,,,10.1007/978-3-031-41229-5_10,Wejdan AlrashdanAmr Radwan,2023,https://link.springer.com/chapter/10.1007/978-3-031-41229-5_10,Conference paper
Telefónica I+D’s Roadmap for Integrated SDN Orchestration of Multi-domain Multi-layer Transport Networks,"Distributed Computing and Artificial Intelligence, Special Sessions I, 20th International Conference",,,,10.1007/978-3-031-38318-2_49,Liesbeth RoelensAlejandro Muñiz Da CostaÓscar González de Dios,2023,https://link.springer.com/chapter/10.1007/978-3-031-38318-2_49,Conference paper
The Impact of Control Plane Attacks in Software Defined Networks Environments,Proceedings of ICACTCE'23 — The International Conference on Advances in Communication Technology and Computer Engineering,,,,10.1007/978-3-031-37164-6_5,M. Anand KumarSenthilkumar MuthusamyMohamed AshikR. KarthikeyanB. Sundaravadivazhagan,2023,https://link.springer.com/chapter/10.1007/978-3-031-37164-6_5,Conference paper
DeTAR: A Decision Tree-Based Adaptive Routing in&#xa0;Networks-on-Chip,Euro-Par 2023: Parallel Processing,,,,10.1007/978-3-031-39698-4_24,Xiaoyun ZhangYaohua WangDezun DongCunlu LiShaocong WangLiquan Xiao,2023,https://link.springer.com/chapter/10.1007/978-3-031-39698-4_24,Conference paper
Improving the&#xa0;Efficiency of&#xa0;WebRTC Layered Simulcast Using Software Defined Networking,"Broadband Communications, Networks, and Systems",,,,10.1007/978-3-031-40467-2_2,Agnieszka ChodorekRobert R. ChodorekKrzysztof Wajda,2023,https://link.springer.com/chapter/10.1007/978-3-031-40467-2_2,Conference paper
Optimal Controller Selection Scheme Using Artificial Bee Colony and Apriori Algorithms in SDN,Knowledge Management in Organisations,,,,10.1007/978-3-031-34045-1_28,Kyung Tae Kim,2023,https://link.springer.com/chapter/10.1007/978-3-031-34045-1_28,Conference paper
Deep Reinforcement Learning Based Congestion Control Mechanism for SDN and NDN in Satellite Networks,"Mobile Wireless Middleware, Operating Systems and Applications",,,,10.1007/978-3-031-34497-8_2,Ziyang XingHui QiXiaoqiang DiJinyao LiuLigang Cong,2023,https://link.springer.com/chapter/10.1007/978-3-031-34497-8_2,Conference paper
OpenDaylight SDN and NFV Integration in OpenStack Cloud: OpenSource Approach for Improving Network Services,International Conference on Innovative Computing and Communications,,,,10.1007/978-981-19-2821-5_5,Hicham BoudlalMohammed SerrhiniAhmed Tahiri,2023,https://link.springer.com/chapter/10.1007/978-981-19-2821-5_5,Conference paper
Entrust SDP Authentication to Software-Defined Campus Network (SDCN),International Conference on Innovative Computing and Communications,,,,10.1007/978-981-19-2821-5_17,Suruchi KarnaniHarish Kumar Shakya,2023,https://link.springer.com/chapter/10.1007/978-981-19-2821-5_17,Conference paper
A Study on Reinforcement Learning-Based Traffic Engineering in Software-Defined Networks,Computer Networks and Inventive Communication Technologies,,,,10.1007/978-981-19-3035-5_4,A. BhavaniY. EkshithaA. MounikaU. Prabu,2023,https://link.springer.com/chapter/10.1007/978-981-19-3035-5_4,Conference paper
An Approach to&#xa0;Fusing Strategic Objectives into&#xa0;Agent-Level Decision Making in&#xa0;Load Balancing,Proceedings of the Sixth International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’22),,,,10.1007/978-3-031-19620-1_49,B. SokolovV. ZakharovD. MurashovM. Murashova,2023,https://link.springer.com/chapter/10.1007/978-3-031-19620-1_49,Conference paper
A Survey of the Security and DDoS Attacks in the Software Defined Network,Innovations in Smart Cities Applications Volume 6,,,,10.1007/978-3-031-26852-6_40,Abdoulkarim TahirouKarim Konate,2023,https://link.springer.com/chapter/10.1007/978-3-031-26852-6_40,Conference paper
System Design for DDoS Traffic Mitigation by a Collaboration of Mobile and IP Networks in 5G/6G,Advanced Information Networking and Applications,,,,10.1007/978-3-031-29056-5_2,Kenichi OkonogiMasaki SuzukiAtsushi Tagami,2023,https://link.springer.com/chapter/10.1007/978-3-031-29056-5_2,Conference paper
FLOWPRI-SDN: A Framework for&#xa0;Bandwidth Management for&#xa0;Prioritary Data Flows Applied to&#xa0;a&#xa0;Smart City Scenario,Advanced Information Networking and Applications,,,,10.1007/978-3-031-29056-5_31,Nilton José Mocelin JúniorAdriano Fiorese,2023,https://link.springer.com/chapter/10.1007/978-3-031-29056-5_31,Conference paper
A Global Measurement of&#xa0;Routing Loops on&#xa0;the&#xa0;Internet,Passive and Active Measurement,,,,10.1007/978-3-031-28486-1_16,Abdulrahman AlarajKevin BockDave LevinEric Wustrow,2023,https://link.springer.com/chapter/10.1007/978-3-031-28486-1_16,Conference paper
Identifying Network Congestion on&#xa0;SDN-Based Data Centers with&#xa0;Supervised Classification,Advanced Information Networking and Applications,,,,10.1007/978-3-031-28451-9_20,Filipe da Silva de OliveiraMaurício Aronne PillonCharles Christian MiersGuilherme Piêgas Koslovski,2023,https://link.springer.com/chapter/10.1007/978-3-031-28451-9_20,Conference paper
TCP-RTA: Real-time Topology Adaptive Congestion Control Strategy in&#xa0;TCP,Ubiquitous Networking,,,,10.1007/978-3-031-29419-8_8,Ramesh SrinivasanJ. J. Garcia-Luna-Aceves,2023,https://link.springer.com/chapter/10.1007/978-3-031-29419-8_8,Conference paper
Timeliness of Multipath Redundant Transmissions When All Paths are not Accessible for Some Request Sources,"Artificial Intelligence in Models, Methods and Applications",,,,10.1007/978-3-031-22938-1_46,Vladimir BogatyrevStanislav BogatyrevAnatoly Bogatyrev,2023,https://link.springer.com/chapter/10.1007/978-3-031-22938-1_46,Conference paper
Semantic-Based Decision Support for&#xa0;Network Management and&#xa0;Orchestration,Current Trends in Web Engineering,,,,10.1007/978-3-031-25380-5_10,Saverio IevaDavide LoconteAgnese PintoFloriano SciosciaMichele Ruta,2023,https://link.springer.com/chapter/10.1007/978-3-031-25380-5_10,Conference paper
On the&#xa0;Routing Convergence Delay in&#xa0;the&#xa0;Lightning Network,"Data Privacy Management, Cryptocurrencies and Blockchain Technology",,,,10.1007/978-3-031-25734-6_13,Niklas GöggeElias RohrerFlorian Tschorsch,2023,https://link.springer.com/chapter/10.1007/978-3-031-25734-6_13,Conference paper
Analysis and Comparison of Routing and Switching Processes in Campus Area Networks Using Cisco Packet Tracer,"Advances in Intelligent Systems, Computer Science and Digital Economics IV",,,,10.1007/978-3-031-24475-9_9,Kvitoslava ObelovskaIvan KozakYaromyr Snaichuk,2023,https://link.springer.com/chapter/10.1007/978-3-031-24475-9_9,Conference paper
Two-Stage Algorithm for&#xa0;Bi-objective Black-Box Traffic Engineering,Optimization and Applications,,,,10.1007/978-3-031-47859-8_9,Alexander YuskovIgor KulachenkoAndrey MelnikovYury Kochetov,2023,https://link.springer.com/chapter/10.1007/978-3-031-47859-8_9,Conference paper
A Circuit Switching-Based Resource Reservation Approach for Optical Burst Switched Networks,Proceedings of Third Doctoral Symposium on Computational Intelligence,,,,10.1007/978-981-19-3148-2_59,Shamandeep SinghDamandeep KaurSahil Verma,2023,https://link.springer.com/chapter/10.1007/978-981-19-3148-2_59,Conference paper
Impacts of&#xa0;DDoS Attacks in&#xa0;Software-Defined Networks,ICT with Intelligent Applications,,,,10.1007/978-981-19-3571-8_14,Jagdeep SinghSunny Behal,2023,https://link.springer.com/chapter/10.1007/978-981-19-3571-8_14,Conference paper
SDNs Delay Prediction Using Machine Learning Algorithms,Biomedical and Other Applications of Soft Computing,,,,10.1007/978-3-031-08580-2_13,Tuan Linh DangNhat Minh Ngo,2023,https://link.springer.com/chapter/10.1007/978-3-031-08580-2_13,Chapter
SDN-Based Cyber Deception Deployment for&#xa0;Proactive Defense Strategy Using Honey of&#xa0;Things and&#xa0;Cyber Threat Intelligence,Intelligence of Things: Technologies and Applications,,,,10.1007/978-3-031-46749-3_26,Nghi Hoang KhoaHien Do HoangKhoa Ngo-KhanhPhan The DuyVan-Hau Pham,2023,https://link.springer.com/chapter/10.1007/978-3-031-46749-3_26,Conference paper
Load Balancing using Probability Distribution in Software&#xa0;Defined Network,Advances in Data-Driven Computing and Intelligent Systems,,,,10.1007/978-981-99-3250-4_14,Deepjyot Kaur RyaitManmohan Sharma,2023,https://link.springer.com/chapter/10.1007/978-981-99-3250-4_14,Conference paper
SR-FIB: A NewIP Forwarding Information Base via&#xa0;Neural Networks,"Communications, Signal Processing, and Systems",,,,10.1007/978-981-99-2653-4_28,Hui FanTianxiang MaXin DuanWeina LiuZhuo LiJindian LiuBinzhi Wang,2023,https://link.springer.com/chapter/10.1007/978-981-99-2653-4_28,Conference paper
Statistical Influence of Parameters on the Performance of SDN,Communication and Intelligent Systems,,,,10.1007/978-981-99-2322-9_27,Deepjyot Kaur RyaitManmohan Sharma,2023,https://link.springer.com/chapter/10.1007/978-981-99-2322-9_27,Conference paper
Blockchain-Based Terminal Access Control in&#xa0;Software Defined Network,Mobile Internet Security,,,,10.1007/978-981-99-4430-9_20,Bingcheng JiangQian HeQi PanMingliu He,2023,https://link.springer.com/chapter/10.1007/978-981-99-4430-9_20,Conference paper
LFPS-HSDN: Link Failure Protection Scheme in Hybrid SDNs,Advanced Intelligent Technologies for Information and Communication,,,,10.1007/978-981-99-5203-8_19,Jiahui LiXiaogang QiHaoran ZhangLifang Liu,2023,https://link.springer.com/chapter/10.1007/978-981-99-5203-8_19,Conference paper
RWA Optimization of CDC-ROADMs Based Network with Limited OSNR,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-99-4755-3_49,Pengxuan YuanYongxuan LaiLiang SongFeng He,2023,https://link.springer.com/chapter/10.1007/978-981-99-4755-3_49,Conference paper
A Comprehensive Characterization of Threats Targeting Low-Latency Services: The Case of L4S,Journal of Network and Systems Management,,,,10.1007/s10922-022-09706-z,Marius LetourneauGuillaume DoyenRémi CogranneBertrand Mathieu,2022,https://link.springer.com/article/10.1007/s10922-022-09706-z,Article
Retraction Note: Data Analysis and Processing of Massive Network Traffic Based on Cloud Computing and Research on Its Key Algorithms,Wireless Personal Communications,,,,10.1007/s11277-022-10137-x,Ying Zou,2022,https://link.springer.com/article/10.1007/s11277-022-10137-x,Article
Retraction Note: Research on Network Service Management Platform for Long Term Mechanism of Sports in Colleges,Wireless Personal Communications,,,,10.1007/s11277-022-10128-y,Hongyuan HeTao HeGang Peng,2022,https://link.springer.com/article/10.1007/s11277-022-10128-y,Article
Congestion management in high-performance interconnection networks using adaptive routing notifications,The Journal of Supercomputing,,,,10.1007/s11227-022-04926-1,Jose Rocher-GonzalezJesus Escudero-SahuquilloPedro J. GarciaFrancisco J. Quiles,2022,https://link.springer.com/article/10.1007/s11227-022-04926-1,Article
A Protection System Against HTTP Flood Attacks Using Software Defined Networking,Journal of Network and Systems Management,,,,10.1007/s10922-022-09704-1,Diego S. M. GonçalvesRodrigo S. CoutoMarcelo G. Rubinstein,2022,https://link.springer.com/article/10.1007/s10922-022-09704-1,Article
HTTPScout: A Machine Learning based Countermeasure for HTTP Flood Attacks in SDN,International Journal of Information Security,,,,10.1007/s10207-022-00641-3,Reza MohammadiChhagan LalMauro Conti,2022,https://link.springer.com/article/10.1007/s10207-022-00641-3,Article
A QoS Based Reliable Routing Mechanism for Service Customization,Journal of Computer Science and Technology,,,,10.1007/s11390-021-0686-4,Bo YiXing-Wei WangMin HuangQiang He,2022,https://link.springer.com/article/10.1007/s11390-021-0686-4,Article
A data plane security model of SR-BE/TE based on zero-trust architecture,Scientific Reports,,,,10.1038/s41598-022-24342-y,Liang WangHailong MaZiyong LiJinchuan PeiTao HuJin Zhang,2022,https://link.springer.com/article/10.1038/s41598-022-24342-y,Article
Application of improved ant colony algorithm in load balancing of software-defined networks,The Journal of Supercomputing,,,,10.1007/s11227-022-04957-8,Huijun ZhengJianlan GuoQin ZhouYong PengYuqiang Chen,2022,https://link.springer.com/article/10.1007/s11227-022-04957-8,Article
Maximum Concurrent Flow Solutions for Improved Routing in IoT Future Networks,Arabian Journal for Science and Engineering,,,,10.1007/s13369-022-07479-w,Abou-Bakr DjakerBouabdellah KecharHossam AfifiHassine Moungla,2022,https://link.springer.com/article/10.1007/s13369-022-07479-w,Article
Mapping and embedding infrastructure resource management in software defined networks,Cluster Computing,,,,10.1007/s10586-022-03789-8,Amir JavadpourForough Ja’fariPedro PintoWeizhe Zhang,2022,https://link.springer.com/article/10.1007/s10586-022-03789-8,Article
Efficient bandwidth allocation in SDN-based peer-to-peer data streaming using machine learning algorithm,The Journal of Supercomputing,,,,10.1007/s11227-022-04929-y,Hamza Aldabbas,2022,https://link.springer.com/article/10.1007/s11227-022-04929-y,Article
Subflow scheduling strategy for multipath transmission in SDN-based spatial network,Wireless Networks,,,,10.1007/s11276-022-03081-y,Hui QiJunrui SiJiahui HouZhe TianAowei ZhangJing ChenWeiwu RenShiwei ZhangXiaoqiang Di,2022,https://link.springer.com/article/10.1007/s11276-022-03081-y,Article
Secure routing protocol based on dynamic reputation and load balancing in wireless mesh networks,Journal of Cloud Computing,,,,10.1186/s13677-022-00346-x,Xiaogang YuanYipiao Chen,2022,https://link.springer.com/article/10.1186/s13677-022-00346-x,Article
Retraction Note: SPAHN novel approach for PL-AG gateway discovery for internet connectivity,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-022-01409-1,K. KannanP. SivaranjaniS. Sathish KumarM. NaliniV. R. BalajiP. Sanjeevi,2022,https://link.springer.com/article/10.1007/s12083-022-01409-1,Article
MLaR: machine-learning-assisted centralized link-state routing in software-defined-based wireless networks,Neural Computing and Applications,,,,10.1007/s00521-022-07993-w,Murtaza CicioğluAli Çalhan,2022,https://link.springer.com/article/10.1007/s00521-022-07993-w,Article
Internet Transport Economics,"Synthesis Lectures on Learning, Networks, and Algorithms",,,,10.1007/978-3-031-14421-9,Richard T. B. Ma,2022,https://link.springer.com/book/10.1007/978-3-031-14421-9,Book
An Adaptable and Agnostic Flow Scheduling Approach for Data Center Networks,Journal of Network and Systems Management,,,,10.1007/s10922-022-09701-4,Sergio Armando GutiérrezJuan Felipe BoteroJohn W. Branch-Bedoya,2022,https://link.springer.com/article/10.1007/s10922-022-09701-4,Article
Adjusting ECN marking threshold in multi-queue DCNs with deep learning,The Journal of Supercomputing,,,,10.1007/s11227-022-04893-7,Anuarbek AmanovAkbar MajidiNazila JahnabakhshAydın Çetin,2022,https://link.springer.com/article/10.1007/s11227-022-04893-7,Article
A density algorithm for controller placement problem in software defined wide area networks,The Journal of Supercomputing,,,,10.1007/s11227-022-04873-x,Dun HeJue ChenXihe Qiu,2022,https://link.springer.com/article/10.1007/s11227-022-04873-x,Article
Review of game theory approaches for DDoS mitigation by SDN,Proceedings of the Indian National Science Academy,,,,10.1007/s43538-022-00126-w,Shivani RathoreAbhinav Bhandari,2022,https://link.springer.com/article/10.1007/s43538-022-00126-w,Article
Bringing Machine Learning to Software-Defined Networks,SpringerBriefs in Computer Science,,,,10.1007/978-981-19-4874-9,Zehua Guo,2022,https://link.springer.com/book/10.1007/978-981-19-4874-9,Book
A lightweight DDoS detection scheme under SDN context,Cybersecurity,,,,10.1186/s42400-022-00128-7,Kun JiaChaoge LiuQixu LiuJunnan WangJiazhi LiuFeng Liu,2022,https://link.springer.com/article/10.1186/s42400-022-00128-7,Article
Actor-critic architecture based probabilistic meta-reinforcement learning for load balancing of controllers in software defined networks,Automated Software Engineering,,,,10.1007/s10515-022-00362-w,Ashish SharmaSanjiv TokekarSunita Varma,2022,https://link.springer.com/article/10.1007/s10515-022-00362-w,Article
Designing a RESTful Northbound Interface for Incompatible Software Defined Network Controllers,SN Computer Science,,,,10.1007/s42979-022-01423-3,Abdullah AlghamdiDavid PaulEdmund Sadgrove,2022,https://link.springer.com/article/10.1007/s42979-022-01423-3,Article
An SDN architecture for patent prior art search system based on phrase embedding,Automated Software Engineering,,,,10.1007/s10515-022-00360-y,Boting GengFeng Wang,2022,https://link.springer.com/article/10.1007/s10515-022-00360-y,Article
Performance Evaluation and Discrimination of AODV and AOMDV VANET Routing Protocols Based on RRSE Technique,Wireless Personal Communications,,,,10.1007/s11277-022-09957-8,Ayman Al-AhwalR. A. Mahmoud,2022,https://link.springer.com/article/10.1007/s11277-022-09957-8,Article
HPLB: High precision load balancing based on in-band network telemetry in data center networks,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-022-01381-w,Weimin GaoJiawei HuangNing JiangZhaoyi LiShaojun ZouZhidong HeJianxin Wang,2022,https://link.springer.com/article/10.1007/s12083-022-01381-w,Article
TOR keeps development sweet,Nature Plants,,,,10.1038/s41477-022-01248-1,Joseph Willson,2022,https://link.springer.com/article/10.1038/s41477-022-01248-1,Article
Extended array model of star capacity-aware delay-based next controller placement problem for multiple controller failures in software-defined wide area networks,Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-022-04384-w,Hadi MojezAmir Massoud BidgoliHamid Haj Seyyed Javadi,2022,https://link.springer.com/article/10.1007/s12652-022-04384-w,Article
Automatic delay-sensitive applications quality of service improvement with deep flows discrimination in software defined networks,Cluster Computing,,,,10.1007/s10586-022-03729-6,Ramin MohammadiSedat AkleylekAli GhaffariAlireza Shirmarz,2022,https://link.springer.com/article/10.1007/s10586-022-03729-6,Article
